"user_supplied_name","matched_name","family","symmetry"
"Wikstroemia indica","Wikstroemia indica","Thymelaeaceae","actinomorphic"
"Tofieldia pusilla","Tofieldia pusilla","Tofieldiaceae","actinomorphic"
"Tropaeolum polyph","Tropaeolum","Tropaeolaceae","zygomorphic"
"Tropaeolum polyphyllum","Tropaeolum polyphyllum","Tropaeolaceae","zygomorphic"
"Tropaeolum sessilifolium","Tropaeolum sessilifolium","Tropaeolaceae","zygomorphic"
"Tropaeolum tricolor","Tropaeolum tricolor","Tropaeolaceae","zygomorphic"
"Typha angustifolia","Typha angustifolia","Typhaceae",NA
"Ulmus americana","Ulmus americana","Ulmaceae","actinomorphic"
"Ulmus davidiana","Ulmus davidiana","Ulmaceae","actinomorphic"
"Pimelea sericeo-villosa","Pimelea sericeo-villosa","Unionidae","actinomorphic"
"Pilea sp1 M_PL_040","Pilea","Urticaceae","actinomorphic"
"Valerianella radiata","Valerianella radiata","Valerianaceae","actinomorphic"
"Glandularia dissecta","Glandularia dissecta","Verbenaceae","actinomorphic"
"Junellia tonini","Junellia tonini","Verbenaceae","actinomorphic"
"Junellia uniflora","Junellia uniflora","Verbenaceae","actinomorphic"
"Lantana camara","Lantana camara","Verbenaceae","actinomorphic"
"Lantana involucrata","Lantana involucrata","Verbenaceae","actinomorphic"
"Lippia nodiflora","Lippia nodiflora","Verbenaceae","actinomorphic"
"Rhaphithamnus spinosus","Rhaphithamnus spinosus","Verbenaceae","actinomorphic"
"Stachytarpheta jamaicensis","Stachytarpheta jamaicensis","Verbenaceae","actinomorphic"
"Verbena hastata","Verbena hastata","Verbenaceae","actinomorphic"
"Verbena intermedia","Verbena intermedia","Verbenaceae","actinomorphic"
"Verbena stricta","Verbena stricta","Verbenaceae","actinomorphic"
"Verbena urticaefolia","Verbena urticaefolia","Verbenaceae","actinomorphic"
"Hybanthus concolor","Hybanthus concolor","Violaceae","zygomorphic"
"Payparola hulkiana","Paypayrola hulkiana","Violaceae","zygomorphic"
"Viola biflora","Viola biflora","Violaceae","zygomorphic"
"Viola cucullata","Viola cucullata","Violaceae","zygomorphic"
"Viola cunninghamii","Viola cunninghamii","Violaceae","zygomorphic"
"Viola grypoceras","Viola grypoceras","Violaceae","zygomorphic"
"Viola hondoensis","Viola hondoensis","Violaceae","zygomorphic"
"Viola kusanoana","Viola kusanoana","Violaceae","zygomorphic"
"Viola mandshurica","Viola mandshurica","Violaceae","zygomorphic"
"Viola orientalis","Viola orientalis","Violaceae","zygomorphic"
"Viola pedata","Viola pedata","Violaceae","zygomorphic"
"Viola pedatifida","Viola pedatifida","Violaceae","zygomorphic"
"Viola pubescens","Viola pubescens","Violaceae","zygomorphic"
"Viola riviniana","Viola riviniana","Violaceae","zygomorphic"
"Viola sagittata","Viola sagittata","Violaceae","zygomorphic"
"Viola striata","Viola striata","Violaceae","zygomorphic"
"Viola vaginata","Viola vaginata","Violaceae","zygomorphic"
"Viola verecunda","Viola verecunda","Violaceae","zygomorphic"
"Ampelopsis brevipedunculata","Ampelopsis brevipedunculata","Vitaceae","actinomorphic"
"Cayratia japonica","Cayratia japonica","Vitaceae","actinomorphic"
"Cissus sicycoides","Cissus sicyoides","Vitaceae","actinomorphic"
"Cissus simsiana","Cissus simsiana","Vitaceae","actinomorphic"
"Cissus verticillata","Cissus verticillata","Vitaceae","actinomorphic"
"Vitis cordifolia","Vitis cordifolia","Vitaceae","actinomorphic"
"Vitis vulpina","Vitis vulpina","Vitaceae","actinomorphic"
"Stellaria sp1 M_PL_014","Stellaria","Caryophyllaceae","actinomorphic"
"Xyris laxifolia","Xyris laxifolia","Xyridaceae","actinomorphic"
"Xyris sp1 M_PL_071","Xyris","Xyridaceae","actinomorphic"
"Alpinia formosana","Alpinia formosana","Zingiberaceae","zygomorphic"
"Alpinia intermedia","Alpinia intermedia","Zingiberaceae","zygomorphic"
"Hedychium coronarium","Hedychium coronarium","Zingiberaceae","zygomorphic"
"Renealmia sp1 M_PL_071","Renealmia","Zingiberaceae","zygomorphic"
"Larrea divaricata","Larrea divaricata","Zygophyllaceae","actinomorphic"
"Tribulus cistoides","Tribulus cistoides","Zygophyllaceae","actinomorphic"
"Alstonia","Alstonia macrophylla","Apocynaceae","actinomorphic"
"Aphloia","Aphloia theiformis","Flacourtiaceae","actinomorphic"
"Campnosperma","Campnosperma seychellarum","Anacardiaceae","actinomorphic"
"Canthium_b","Pyrostria bibracteata","Rubiaceae","actinomorphic"
"Canthium_c","Peponidium carinatum","Rubiaceae","actinomorphic"
"Chrysobalanus","Chrysobalanus icaco","Chrysobalanaceae","actinomorphic"
"Cinnamomum","Cinnamomum verum","Lauraceae","actinomorphic"
"Colea","Colea seychellarum","Bignoniaceae","zygomorphic"
"Craterispermum","Craterispermum microdon","Rubiaceae","actinomorphic"
"Deckenia","Deckenia nobilis","Palmae","actinomorphic"
"Dillenia","Dillenia ferruginea","Dilleniaceae","actinomorphic"
"Dracaena","Dracaena reflexa","Dracenaceae","actinomorphic"
"Erythroxylum","Erythroxylum sechellarum","Erythroxylaceae","actinomorphic"
"Excoecaria","Excoecaria benthamiana","Euphorbiaceae","actinomorphic"
"Glionnetia","Glionnetia sericea","Rubiaceae","actinomorphic"
"Ixora","Ixora pudica","Rubiaceae","actinomorphic"
"Medusagyne","Medusagyne oppositifolia","Medusagynaceae","actinomorphic"
"Memecylon","Memecylon elaeagni","Melastomataceae","actinomorphic"
"Mimusops","Mimusops sechellarum","Sapotaceae","actinomorphic"
"Nepenthes","Nepenthes pervillei","Nepenthaceae","actinomorphic"
"Nephrosperma","Nephrosperma vanhoutteanum","Palmae","actinomorphic"
"Northea","Northea seychellana","Sapotaceae","actinomorphic"
"Ochna","Ochna kirkii","Ochnaceae","actinomorphic"
"Paragenipa","Paragenipa lancifolia","Rubiaceae","actinomorphic"
"Phoenicophorium","Phoenicophorium borsigianum","Palmae","actinomorphic"
"Pittosporum","Pittosporum senacia","Pittosporaceae","actinomorphic"
"Polyscias","Polyscias crassa","Araliaceae","actinomorphic"
"Premna","Premna serratifolia","Lamiaceae","zygomorphic"
"Psidium","Psidium cattleianum","Myrtaceae","actinomorphic"
"Psychotria","Psychotria pervillei","Rubiaceae","actinomorphic"
"Roscheria","Roscheria melanochaetes","Palmae","actinomorphic"
"Soulamea","Soulamea terminalioides","Simaroubaceae","actinomorphic"
"Syzygium_j","Syzygium jambos","Myrtaceae","actinomorphic"
"Syzygium_w","Syzygium wrightii","Myrtaceae","actinomorphic"
"Timoneus","Timonius flavescens","Rubiaceae","actinomorphic"
"Aechmea cylindrata","Aechmea cylindrata","Bromeliaceae","actinomorphic"
"Nidularium campo-alegrensis","Nidularium campo-alegrensis","Bromeliaceae","actinomorphic"
"Vriesea guttata","Vriesea guttata","Bromeliaceae","zygomorphic"
"Vriesea heterostachys","Vriesea heterostachys","Bromeliaceae","zygomorphic"
"Vriesea hoehneana","Vriesea hoehneana","Bromeliaceae","zygomorphic"
"Vriesea platynema","Vriesea platynema","Bromeliaceae","zygomorphic"
"Wittrochia cyathiformis","Wittrochia cyathiformis","Bromeliaceae","actinomorphic"
"Acacia bahiensis","Acacia bahiensis","Fabaceae","actinomorphic"
"Anacardium occidentale","Anacardium occidentale","Anacardiaceae","actinomorphic"
"Stigmatophyllon auriculatum","Stigmatophyllon auriculatum","Malpighiaceae","actinomorphic"
"Alternathera brasiliana","Alternathera brasiliana","Amaranthaceae","actinomorphic"
"Boerhavia coccinia","Boerhavia coccinia","Nyctaginaceae","actinomorphic"
"Caesalpinia pyramidalis","Caesalpinia pyramidalis","Fabaceae","zygomorphic"
"Chamaecrista belemii","Chamaecrista belemii","Fabaceae","zygomorphic"
"Cardiospermum corindum","Cardiospermum corindum","Sapindaceae","actinomorphic"
"Croton echiodies","Croton echiodies","Euphorbiaceae","actinomorphic"
"Cordia globosa","Cordia globosa","Boraginaceae","actinomorphic"
"Capparis jacobinae","Capparis jacobinae","Capparaceae","actinomorphic"
"Cordia latiloba","Cordia latiloba","Boraginaceae","actinomorphic"
"Chaetocalys scandens","Chaetocalys scandens","Fabaceae","zygomorphic"
"Chlorophora tinctoria","Chlorophora tinctoria","Moraceae","actinomorphic"
"Cereus peruvianus","Cereus peruvianus","Cactaceae","actinomorphic"
"Capparis yco","Capparis yco","Capparaceae","actinomorphic"
"Evolvulus glomeratus","Evolvulus glomeratus","Convulvulaceae","actinomorphic"
"Eugenia rosea","Eugenia rosea","Myrtaceae","actinomorphic"
"Echinodorus subulatus","Echinodorus subulatus","Alismataceae","actinomorphic"
"Gomphrena holosericea","Gomphrena holosericea","Amaranthaceae","actinomorphic"
"Herissantia crispa","Herissantia crispa","Malvaceae","actinomorphic"
"Hydrocleis nymphaeoides","Hydrocleis nymphaeoides","Limnocharitaceae","actinomorphic"
"Herissantia tiubae","Herissantia tiubae","Malvaceae","actinomorphic"
"Jacquemontia spp","Jacquemontia spp","Convulvulaceae","actinomorphic"
"Jatropha mollissima","Jatropha mollissima","Euphorbiaceae","actinomorphic"
"Lippia pohliana","Lippia pohliana","Verbenaceae","actinomorphic"
"Mimosa arenosa","Mimosa arenosa","Fabaceae","actinomorphic"
"Melochia tomentosa","Melochia tomentosa","Sterculiaceae","actinomorphic"
"Mollugo verticillata","Mollugo verticillata","Molluginaceae","actinomorphic"
"Nymphoides indica","Nymphoides indica","Menyanthaceae","actinomorphic"
"Opundia palmadora","Opundia palmadora","Cactaceae","actinomorphic"
"Oxalis spp","Oxalis spp","Oxalidaceae","actinomorphic"
"Portulaca elatior","Portulaca elatior","Portulacaceae","actinomorphic"
"Passiflora foetida","Passiflora foetida","Passifloraceae","actinomorphic"
"Portulaca marginata","Portulaca marginata","Portulacaceae","actinomorphic"
"Poeppigica procera","Poeppigica procera","Fabaceae","zygomorphic"
"Peltogyne pauciflora","Peltogyne pauciflora","Fabaceae","zygomorphic"
"Rahphiodon echnius","Rahphiodon echnius","Lamiaceae","zygomorphic"
"Sidastrum paniculatum","Sidastrum paniculatum","Malvaceae","actinomorphic"
"Sida galheirensis","Sida galheirensis","Malvaceae","actinomorphic"
"Sida spp","Sida spp","Malvaceae","actinomorphic"
"Solanum gardnerii","Solanum gardnerii","Solanaceae","actinomorphic"
"Sideroxylon obtusifolium","Sideroxylon obtusifolium","Sapotaceae","actinomorphic"
"Solanum paniculatum","Solanum paniculatum","Solanaceae","actinomorphic"
"Senna spectabilis","Senna spectabilis","Fabaceae","zygomorphic"
"Syagrus vagans","Syagrus vagans","Arecaceae","actinomorphic"
"Tabebuia heptaphylla","Tabebuia heptaphylla","Bignoniaceae","zygomorphic"
"Ziziphus cotinifolia","Ziziphus cotinifolia","Rhamnaceae","actinomorphic"
"Aechmea mutica","Aechmea mutica","Bromeliaceae","actinomorphic"
"Aechmea nudicaulis","Aechmea nudicaulis","Bromeliaceae","actinomorphic"
"Aechmea pineliana","Aechmea pineliana","Bromeliaceae","actinomorphic"
"Aechmea triangularis","Aechmea triangularis","Bromeliaceae","actinomorphic"
"Aechmea victoriana","Aechmea victoriana","Bromeliaceae","actinomorphic"
"Canistrum triangulare","Canistrum triangulare","Bromeliaceae","actinomorphic"
"Neoregelia magdalaenae","Neoregelia magdalaenae","Bromeliaceae","actinomorphic"
"Neoregelia sp","Neoregelia sp","Bromeliaceae","actinomorphic"
"Nidularium cariacicaense","Nidularium cariacicaense","Bromeliaceae","actinomorphic"
"Nidularium procerum","Nidularium procerum","Bromeliaceae","actinomorphic"
"Portea petropolitana","Portea petropolitana","Bromeliaceae","actinomorphic"
"Quesnelia strobilispica","Quesnelia strobilispica","Bromeliaceae","actinomorphic"
"Tillandsia geminifolia","Tillandsia geminifolia","Bromeliaceae","actinomorphic"
"Vriesea gracilior","Vriesea gracilior","Bromeliaceae","zygomorphic"
"Vriesea psittacina","Vriesea psittacina","Bromeliaceae","zygomorphic"
"Vriesea simplex","Vriesea simplex","Bromeliaceae","zygomorphic"
"Acanthostachys strobilaceae","Acanthostachys strobilaceae","Bromeliaceae","actinomorphic"
"Aechmea lingulata","Aechmea lingulata","Bromeliaceae","actinomorphic"
"Tillandsia tenuifolia","Tillandsia tenuifolia","Bromeliaceae","actinomorphic"
"Aechmea araneosa","Aechmea araneosa","Bromeliaceae","zygomorphic"
"Aechmea bromeliifolia","Aechmea bromeliifolia","Bromeliaceae","zygomorphic"
